<<<<<<< HEAD
label,message
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
spam,data entry jobs - earn 10 crore daily! Join at prize.in
ham,I know you mood off today
ham,LMAO where's your fish memory when I need it?
ham,I'm gonna rip out my uterus.
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
spam,form filling jobs - earn 1 crore daily! Join at secure.com
ham,Hey are we going for the lo lesson or gym? 
ham,Ok k..sry i knw 2 siva..tats y i askd..
spam,CONGRATULATIONS! You won 5 lakh in KBC lottery! Call +447890123456
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
spam,Bet on IPL and win 5000 Rs! Register at bet365.in
spam,Pre-approved loan of 25 lakh! No documents. Call +918765432109
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
spam,Kotak: Your credit card will expire. Renew at secure.com
spam,Place bets on cricket! Minimum deposit 50000 Rs. WhatsApp +919988776655
ham,Do I? I thought I put it back in the box
spam,"Shoes at 60% off! Hurry, buy at prize.in"
ham,Nan sonathaya soladha. Why boss?
ham,What r u cooking me for dinner?
spam,CONGRATULATIONS! You won 50 lakh in TATA lottery! Call +447890123456
spam,Watch at 80% discount! Buy now at betking.com
ham,Ok lor.
spam,Part time form filling - earn 5000 Rs monthly! Apply at claim.com
spam,Instant loan - get 50000 Rs in 1 hour! Apply at kyc.in
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,I absolutely LOVE South Park! I only recently started watching the office.
spam,Invest 10000 and earn 50000 in 30 days! Guaranteed returns! Call now
ham,You want to go? 
ham,How are you feeling after lunch?
spam,WhatsApp +918899776655 for email reading - earn 10 crore/month
spam,PRIVATE! Your 2003 Account Statement for 078
spam,Part time email reading - earn 5 lakh monthly! Apply at winner.com
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
ham,Perfect
ham,What not under standing.
ham,No i am not having not any movies in my laptop
spam,Bet on basketball and win 50 lakh! Register at bet365.in
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
ham,I'm stuck in da middle of da row on da right hand side of da lt... 
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Update your face book status frequently :)
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
ham,Lol alright i was thinkin that too haha
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,Ü come lt 25 n pass to me lar
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,Lol where do u come up with these ideas?
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
spam,SMS sending jobs - earn 10 crore daily! Join at kyc.in
ham,Let me know when you're busy
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
spam,Laptop sale - 70% discount! Order at claim.com
spam,Vehicle loan - get 1 lakh in 24 hours. WhatsApp +919123456789
spam,Your Google Pay will be suspended! Verify at winner.com
spam,Your Driving license is blocked! Update at verify.in immediately
ham,Are you free now?can i call now?
spam,Aadhaar verification required! Update at prize.in within 48 hours
ham,Draw va?i dont think so:)
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
spam,CONGRATULATIONS! You won 10 lakh in Jio lottery! Call +919988776655
ham,Wat u doing there?
spam,Aadhaar refund of 10 crore pending! Claim at lottery.in
ham,Nah dub but je still buff
ham,1 in cbe. 2 in chennai.
spam,URGENT: tennis betting bonus 2 crore! Claim at winner.com
spam,Watch sale - 60% discount! Order at bet365.in
ham,Where are you lover ? I need you ...
spam,Kotak Alert: Suspicious activity. Click prize.in to secure account
spam,ad posting jobs - earn 50000 Rs daily! Join at lottery.in
ham,"Just arrived, see you in a couple days &lt;3"
ham,I'll make the project
spam,Voter ID KYC pending! Complete at claim.com to avoid block
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
spam,Home loan approved! Get 10 lakh instantly. Apply at winner.com
spam,horse racing betting - get 300% bonus! Join kyc.in
spam,Part time email reading - earn 5 crore monthly! Apply at winner.com
spam,Your Aadhaar is blocked! Update at bet365.in immediately
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,Can come my room but cannot come my house cos my house still messy... Haha...
ham,My sister got placed in birla soft da:-)
spam,KBC lottery winner! Prize: 5000 Rs. Contact +447310399942
ham,Oh k.i think most of wi and nz players unsold.
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
spam,iPad for 25 lakh only! Limited stock at update.com
ham,Will be office around 4 pm. Now i am going hospital.
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
ham,Your brother is a genius
ham,U still painting ur wall?
ham,Sent me ur email id soon
ham,"Text me when you get off, don't call, my phones having problems"
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,good evening! Have a great day
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,Thats cool. Where should i cum? On you or in you? :)
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
spam,Smart TV for 10 crore! Limited time at betking.com
spam,iPad for 1 lakh! Limited time at betking.com
spam,MacBook for 10 lakh! Limited time at secure.com
ham,Going to join tomorrow.
ham,Mum not going robinson already.
ham,Lol boo I was hoping for a laugh
spam,Samsung Galaxy for 10 crore! Limited time at kyc.in
spam,Translation jobs - earn 70000 monthly! Join at translation-work.in
spam,You are selected for 1 crore prize! WhatsApp +447310399942
spam,Join WhatsApp group for daily income 10000 Rs! Message +447890123456
spam,PayTM KYC pending! Complete at claim.com to avoid block
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
spam,Your PayTM will be suspended! Verify at betking.com
spam,Axis Alert: Suspicious activity. Click winner.com to secure account
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
spam,Google Pay refund of 5000 Rs pending! Claim at verify.in
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,Jos ask if u wana meet up?
ham,So i could kiss and feel you next to me...
spam,Aadhaar refund of 10 lakh pending! Claim at lottery.in
spam,Commodity trading - earn 2 lakh monthly! Join at commodity-trade.in
ham,What time do u get out?
ham, &lt;#&gt;  in mca. But not conform.
ham,Mmmm.... I cant wait to lick it!
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
ham,Thts god's gift for birds as humans hav some natural gift frm god..
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,Hello- thanx for taking that call. I got a job! Starts on monday!
ham,I'm in inside office..still filling forms.don know when they leave me.
spam,URGENT: Your ICICI account will be blocked! Verify at prize.in
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,Tired. I haven't slept well the past few nights.
spam,WhatsApp +919123456789 for data entry - earn 50000 Rs/month
ham,Me n him so funny...
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,Nobody names their penis a girls name this story doesn't add up at all
spam,Pre-approved loan of 5 crore! No documents. Call +919988776655
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
ham,Happy New Year Princess!
spam,WhatsApp +918765432109 for captcha solving - earn 10 crore/month
spam,Win 1 lakh in IPL betting! Play now at bet365.in
spam,PAN card KYC pending! Complete at bet365.in to avoid block
ham,Hi happy birthday. Hi hi hi hi hi hi hi
spam,Laptop for 25 lakh! Limited time at kyc.in
spam,Google Pay refund of 5 lakh pending! Claim at lottery.in
spam,"Samsung Galaxy at 50% off! Hurry, buy at prize.in"
spam,Vi lottery winner! Prize: 5000 Rs. Contact +918765432109
ham,Going to take your babe out ?
spam,survey jobs - earn 5000 Rs per day! Register at kyc.in
spam,WhatsApp +447890123456 for form filling - earn 5 lakh/month
spam,Win 50000 Rs in IPL betting! Play now at claim.com
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
spam,Win 1 lakh in kabaddi betting! Play now at kyc.in
ham,How are you holding up?
ham,Congratulations!
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,Yes. Rent is very expensive so its the way we save.
ham,Aight do you still want to get money
spam,MacBook at 60% discount! Buy now at lottery.in
ham,R ü going 4 today's meeting?
spam,Your Google Pay is blocked! Update at secure.com immediately
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
spam,Shoes for 10 lakh only! Limited stock at kyc.in
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!
ham,Hope you are not scared!
ham,I'll be on my way
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
spam,Axis: Your ATM card will expire. Renew at winner.com
spam,BSNL lottery winner! Prize: 50000 Rs. Contact +918899776655
ham,Two teams waiting for some players
ham,Wa... U so efficient... Gee... Thanx...
spam,CONGRATULATIONS! You won 50 lakh in Jio lottery! Call +919123456789
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
spam,Laptop for 50000 Rs only! Limited stock at betking.com
ham,I'll send you the files
spam,URGENT: kabaddi betting bonus 50 lakh! Claim at verify.in
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
spam,URGENT: Your IDBI account will be blocked! Verify at winner.com
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,I want to see your pretty pussy...
ham,Thanks for your document
ham,Happy birthday! Have a great day
spam,URGENT: Your Kotak account will be blocked! Verify at kyc.in
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
spam,Pre-approved loan of 5000 Rs! No documents. Call +919123456789
spam,PhonePe verification required! Update at lottery.in within 48 hours
spam,football betting - get 200% bonus! Join prize.in
